S1	S2
11.529411764705882	5.5344827586206895
8.24137931034483	5.568627450980392
-11.161290322580646	-5.519230769230769
8.075471698113207	5.493670886075949
-7.466666666666667	-5.444444444444444
-10.250000000000002	-5.359374999999999
9.741935483870968	5.303571428571429
-9.3	-5.30188679245283
-6.1	-5.283018867924528
10.275862068965518	5.235294117647059
11.32258064516129	5.188679245283019
7.84375	5.178571428571429
-8.88888888888889	-5.196078431372548
-6.866666666666666	-5.211538461538462
-9.516129032258064	-5.127272727272728
-6.857142857142857	-5.169491525423729
11.249999999999998	5.090909090909092
6.25	5.116666666666667
-10.2	-5.056603773584905
-6.866666666666666	-5.09433962264151
8.34375	5.018518518518518
-9.424242424242424	-5.038461538461539
-9.419354838709678	-5.018518518518518
10.965517241379311	4.867924528301887
-11.53125	-4.912280701754386
-6.085714285714285	-4.85
8.51923076923077	4.813186813186813
6.28125	4.8
-6.066666666666666	-4.730769230769231
-9.3	-4.7592592592592595
-6.580645161290323	-4.714285714285714
10.733333333333333	4.709090909090909
-7.032258064516129	-4.622641509433962
-7.344827586206897	-4.647058823529411
-7.305084745762712	-4.63
9.193548387096774	4.611111111111111
9.1	4.566037735849056
-7.057142857142857	-4.55
5.612903225806451	4.518518518518518
-8.524999999999999	-4.527777777777778
-5.9361702127659575	-4.507462686567164
-7.233333333333333	-4.509090909090909
-8.911764705882353	-4.490909090909091
-6.199999999999999	-4.529411764705882
-7.5	-4.428571428571429
-6.151515151515151	-4.389830508474576
6.8275862068965525	4.3921568627450975
7.8275862068965525	4.3921568627450975
6.0754716981132075	4.3478260869565215
7.852941176470589	4.375
-6.935483870967742	-4.37037037037037
-6.792452830188679	-4.3203125
-7.166666666666666	-4.346153846153846
-6.48780487804878	-4.3188405797101455
6.027397260273972	4.3203125
7.305555555555556	4.294117647058823
-6.903225806451613	-4.285714285714286
7.709677419354839	4.169811320754717
5.558823529411765	4.116666666666666
6.718749999999999	4.166666666666666
8.689655172413794	4.137254901960784
8.206896551724139	4.089285714285714
7.06896551724138	4.083333333333334
-8.15625	-4.035087719298246
7.84375	4.033898305084747
-8.67741935483871	-4.019230769230769
-8.035087719298245	-4.0
7.783783783783783	3.9692307692307693
8.03448275862069	3.9803921568627447
-6.5	-3.9268292682926824
-6.933333333333333	-3.9230769230769234
9.793103448275863	3.8431372549019605
7.411764705882352	3.8421052631578947
-8.21875	-3.839285714285714
-8.90625	-3.826923076923077
-7.806451612903226	-3.7454545454545456
6.816326530612245	3.782051282051282
-6.514285714285714	-3.7419354838709675
9.206896551724139	3.745098039215686
-6.531249999999999	-3.7142857142857144
7.666666666666667	3.7017543859649122
7.470588235294118	3.692307692307692
8.15625	3.685185185185185
7.9655172413793105	3.725490196078431
-6.129032258064516	-3.705882352941176
7.2	3.705882352941176
-7.206896551724138	-3.673076923076923
7.344827586206897	3.622641509433962
8.285714285714286	3.6031746031746033
6.166666666666666	3.5961538461538467
-7.241379310344828	-3.4423076923076925
-7.880597014925373	-3.4758064516129035
9.0	3.444444444444444
-5.516129032258065	-3.4259259259259256
6.354838709677419	3.4363636363636365
-8.117647058823529	-3.423728813559322
-8.208333333333334	-3.3999999999999995
6.470588235294118	3.3770491803278686
-6.371428571428571	-3.4098360655737703
7.888888888888889	3.355932203389831
-6.241379310344828	-3.307692307692308
6.818181818181818	3.2982456140350878
-6.342105263157895	-3.2686567164179103
5.783783783783783	3.2698412698412698
-6.225806451612904	-3.224137931034483
7.6000000000000005	3.2264150943396226
7.032258064516129	3.2181818181818183
7.103448275862069	3.1960784313725483
6.166666666666666	3.1923076923076925
8.09375	3.1250000000000004
-6.966666666666666	-3.1333333333333333
7.793103448275862	3.0961538461538463
-6.138888888888889	-3.112903225806452
-5.725	-3.101449275362319
-6.2653061224489806	-3.063291139240506
6.4375	3.0689655172413794
6.442307692307693	3.0444444444444447
6.236111111111112	3.0083333333333333
-6.999999999999999	-2.983606557377049
6.466666666666667	2.9803921568627447
-6.0285714285714285	-2.9206349206349205
-6.764705882352941	-2.9
-7.633333333333333	-2.8867924528301887
7.2727272727272725	2.857142857142857
7.041666666666667	2.879518072289157
6.000000000000001	2.8620689655172415
-9.533333333333333	-2.8350515463917527
5.655172413793104	2.859375
-6.885714285714285	-2.793650793650794
-6.6571428571428575	-2.7796610169491527
10.441176470588236	2.7719298245614037
7.72972972972973	2.7464788732394365
-7.749999999999999	-2.7636363636363637
-6.354838709677419	-2.7090909090909094
-6.648148148148148	-2.712230215827338
6.800000000000001	2.673076923076923
-6.242424242424242	-2.642857142857143
-7.666666666666667	-2.6666666666666665
6.696969696969697	2.610169491525424
-6.866666666666666	-2.6111111111111107
-6.774193548387098	-2.6034482758620694
6.551724137931035	2.5882352941176467
5.696969696969697	2.526315789473684
7.849999999999999	2.5441176470588234
-6.5	-2.480769230769231
7.145161290322581	2.4951456310679614
6.297297297297297	2.4193548387096775
6.833333333333333	2.3773584905660377
5.568181818181818	2.4054054054054053
5.655172413793104	2.3725490196078427
7.352941176470589	2.360655737704918
5.96969696969697	2.2736842105263158
-7.53125	-2.2459016393442623
-6.147058823529411	-2.137931034482759
6.147058823529411	2.137931034482759
-6.8965517241379315	-2.1176470588235294
6.06896551724138	2.1176470588235294
6.741935483870967	2.0943396226415096
-7.823529411764706	-2.0491803278688523
5.866666666666667	2.0377358490566038
-5.499999999999999	-2.013157894736842
6.625	1.9333333333333331
-6.666666666666666	-1.8983050847457628
6.464788732394366	1.880597014925373
6.760869565217392	1.857142857142857
-7.212121212121213	-1.8000000000000003
-6.128205128205129	-1.7536231884057971
6.36	1.7176470588235293
6.333333333333333	1.6964285714285714
6.172413793103448	-1.7058823529411762
8.454545454545455	1.6315789473684208
6.2631578947368425	1.4933333333333334
7.4375	1.4642857142857144
6.5396825396825395	1.3771929824561402
-5.875	-1.3584905660377358
7.035714285714286	1.3437500000000002
5.676470588235294	1.34375
-5.437500000000001	-1.2321428571428572
-5.968749999999999	-1.222222222222222
-5.533333333333333	-1.0754716981132075
-5.5	-1.0192307692307694
-6.645161290322581	-0.9814814814814814
6.024390243902438	0.8196721311475409
5.612903225806451	-0.7931034482758621
-6.4523809523809526	-0.7605633802816901
